Sl_No,District,Market,Commodity,Variety,Grade,Min_Price_Rs,Max_Price_Rs,Modal_Price_Rs,Date
3149,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,3248,3248,3248,2025-01-13
2958,Ratlam,Ratlam,Wheat,Wheat,FAQ,2607,3350,3119,2025-01-13
4965,Ratlam,Taal,Wheat,Wheat,FAQ,3049,3200,3200,2025-01-13
3032,Ratlam,Ratlam,Wheat,Wheat,FAQ,2910,2925,2925,2025-01-14
1674,Ratlam,Jaora,Wheat,Wheat,FAQ,2720,3340,3220,2025-01-14
2336,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2800,3175,3100,2025-01-14
1404,Ratlam,Jaora,Wheat,Mill Quality,FAQ,3096,3096,3096,2025-01-15
4233,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2976,3271,3121,2025-01-15
4086,Ratlam,Sailana,Wheat,Wheat,FAQ,2976,3271,3271,2025-01-15
4967,Ratlam,Taal,Wheat,Wheat,FAQ,3050,3200,3085,2025-01-15
3037,Ratlam,Ratlam,Wheat,Wheat,FAQ,2950,3281,3141,2025-01-15
1683,Ratlam,Jaora,Wheat,Wheat,FAQ,2750,3360,3200,2025-01-15
1488,Ratlam,Jaora,Wheat,Wheat,FAQ,2180,3461,3280,2025-01-16
4968,Ratlam,Taal,Wheat,Wheat,FAQ,3056,3200,3200,2025-01-16
4239,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,3081,3275,3122,2025-01-16
2470,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3172,3266,3266,2025-01-16
1405,Ratlam,Jaora,Wheat,Mill Quality,FAQ,3144,3144,3144,2025-01-16
3028,Ratlam,Ratlam,Wheat,Wheat,FAQ,2867,3341,3099,2025-01-16
4093,Ratlam,Sailana,Wheat,Wheat,FAQ,3081,3275,3275,2025-01-16
2451,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3100,3280,3280,2025-01-17
4077,Ratlam,Sailana,Wheat,Wheat,FAQ,2900,3266,3150,2025-01-17
4944,Ratlam,Taal,Wheat,Wheat,FAQ,2876,3111,3111,2025-01-17
3015,Ratlam,Ratlam,Wheat,Wheat,FAQ,2800,3709,3077,2025-01-17
1504,Ratlam,Jaora,Wheat,Wheat,FAQ,2200,3331,3190,2025-01-17
3040,Ratlam,Ratlam,Wheat,Wheat,FAQ,2976,3236,3170,2025-01-18
749,Ratlam,A lot,Wheat,Wheat,FAQ,2810,2815,2815,2025-01-18
4963,Ratlam,Taal,Wheat,Wheat,FAQ,3029,3029,3029,2025-01-18
1634,Ratlam,Jaora,Wheat,Wheat,FAQ,2600,3480,2800,2025-01-18
4075,Ratlam,Sailana,Wheat,Wheat,FAQ,2899,3181,3099,2025-01-18
2981,Ratlam,Ratlam,Wheat,Wheat,FAQ,2680,3375,3000,2025-01-20
4061,Ratlam,Sailana,Wheat,Wheat,FAQ,2800,3199,3000,2025-01-20
4899,Ratlam,Taal,Wheat,Wheat,FAQ,2700,3200,3057,2025-01-20
3135,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,2940,2940,2940,2025-01-20
1681,Ratlam,Jaora,Wheat,Wheat,FAQ,2750,3350,3160,2025-01-20
4217,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2800,3199,3000,2025-01-20
4071,Ratlam,Sailana,Wheat,Wheat,FAQ,2888,3211,2900,2025-01-21
4224,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2888,3211,2900,2025-01-21
2754,Ratlam,Ratlam,Wheat,Sujata,FAQ,3141,3141,3141,2025-01-21
1679,Ratlam,Jaora,Wheat,Wheat,FAQ,2750,3244,3100,2025-01-21
2987,Ratlam,Ratlam,Wheat,Wheat,FAQ,2700,3340,3000,2025-01-21
4938,Ratlam,Taal,Wheat,Wheat,FAQ,2851,3200,3200,2025-01-21
4063,Ratlam,Sailana,Wheat,Wheat,FAQ,2801,3306,2880,2025-01-22
4747,Ratlam,Taal,Wheat,Wheat,FAQ,2300,3200,3200,2025-01-22
1680,Ratlam,Jaora,Wheat,Wheat,FAQ,2750,3280,3160,2025-01-22
3034,Ratlam,Ratlam,Wheat,Wheat,FAQ,2925,3369,3221,2025-01-22
3556,Ratlam,Sailana,Wheat,Mill Quality,Non-FAQ,2900,2900,2900,2025-01-23
4070,Ratlam,Sailana,Wheat,Wheat,FAQ,2876,3239,3061,2025-01-23
4964,Ratlam,Taal,Wheat,Wheat,FAQ,3047,3047,3047,2025-01-23
1443,Ratlam,Jaora,Wheat,Wheat,FAQ,1400,3124,3000,2025-01-24
2607,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,3051,3051,3051,2025-01-24
4947,Ratlam,Taal,Wheat,Wheat,FAQ,2896,3100,3100,2025-01-24
1705,Ratlam,Jaora,Wheat,Wheat,Non-FAQ,3000,3050,3000,2025-01-24
4064,Ratlam,Sailana,Wheat,Wheat,FAQ,2802,3250,3000,2025-01-24
3130,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,2909,2959,2959,2025-01-24
3013,Ratlam,Ratlam,Wheat,Wheat,FAQ,2794,3350,2950,2025-01-24
4219,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2802,3250,3000,2025-01-24
805,Ratlam,A lot,Wheat,Wheat,Non-FAQ,2876,2951,2876,2025-01-27
3154,Ratlam,Ratlam,Wheat,Wheat-Organic,FAQ,3280,3375,3375,2025-01-27
3861,Ratlam,Sailana,Wheat,Wheat,FAQ,2200,3195,2910,2025-01-27
3132,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,2930,2930,2930,2025-01-27
2596,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2976,2976,2976,2025-01-27
1578,Ratlam,Jaora,Wheat,Wheat,FAQ,2426,3099,2960,2025-01-27
2915,Ratlam,Ratlam,Wheat,Wheat,FAQ,2500,3385,2930,2025-01-27
4150,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2200,3195,2910,2025-01-27
5014,Ratlam,Taal,Wheat,Wheat,Non-FAQ,2851,2947,2947,2025-01-27
3145,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,3150,3150,3150,2025-01-28
4953,Ratlam,Taal,Wheat,Wheat,FAQ,2945,2987,2987,2025-01-28
4035,Ratlam,Sailana,Wheat,Wheat,FAQ,2699,3200,3000,2025-01-28
2770,Ratlam,Ratlam,Wheat,Wheat,FAQ,1700,3181,3140,2025-01-28
1623,Ratlam,Jaora,Wheat,Wheat,FAQ,2581,3480,2960,2025-01-28
1667,Ratlam,Jaora,Wheat,Wheat,FAQ,2700,3141,2960,2025-01-29
2998,Ratlam,Ratlam,Wheat,Wheat,FAQ,2750,3231,3115,2025-01-29
4188,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2651,3051,2870,2025-01-29
5007,Ratlam,Taal,Wheat,Wheat,Non-FAQ,2751,2955,2955,2025-01-29
4027,Ratlam,Sailana,Wheat,Wheat,FAQ,2651,3051,2875,2025-01-29
4943,Ratlam,Taal,Wheat,Wheat,FAQ,2875,2981,2955,2025-01-29
3126,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,2860,2969,2969,2025-01-29
2419,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3000,3190,3100,2025-01-29
3123,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,2701,3130,2981,2025-01-30
3552,Ratlam,Sailana,Wheat,Mill Quality,FAQ,2991,2991,2991,2025-01-30
2982,Ratlam,Ratlam,Wheat,Wheat,FAQ,2690,3199,2800,2025-01-30
2415,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3000,3105,3080,2025-01-30
4026,Ratlam,Sailana,Wheat,Wheat,FAQ,2651,3041,2920,2025-01-30
4937,Ratlam,Taal,Wheat,Wheat,FAQ,2850,3200,3200,2025-01-30
1664,Ratlam,Jaora,Wheat,Wheat,FAQ,2700,3050,2960,2025-01-30
3127,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,2872,2872,2872,2025-01-31
1321,Ratlam,Jaora,Wheat,Lokwan,FAQ,2780,2820,2820,2025-01-31
4207,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2720,2991,2760,2025-01-31
4047,Ratlam,Sailana,Wheat,Wheat,FAQ,2720,2991,2971,2025-01-31
1665,Ratlam,Jaora,Wheat,Wheat,FAQ,2700,3100,2960,2025-01-31
4939,Ratlam,Taal,Wheat,Wheat,FAQ,2860,3175,3175,2025-01-31
2416,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3000,3110,3015,2025-01-31
2939,Ratlam,Ratlam,Wheat,Wheat,FAQ,2570,3197,3100,2025-01-31
4211,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2743,3020,2899,2025-02-01
3133,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,2931,2931,2931,2025-02-01
4051,Ratlam,Sailana,Wheat,Wheat,FAQ,2743,3020,2899,2025-02-01
2428,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3020,3125,3125,2025-02-01
804,Ratlam,A lot,Wheat,Wheat,Non-FAQ,2808,2903,2903,2025-02-01
1657,Ratlam,Jaora,Wheat,Wheat,FAQ,2669,3050,2940,2025-02-01
5009,Ratlam,Taal,Wheat,Wheat,Non-FAQ,2800,2911,2911,2025-02-01
4931,Ratlam,Taal,Wheat,Wheat,FAQ,2825,3000,2911,2025-02-01
2974,Ratlam,Ratlam,Wheat,Wheat,FAQ,2653,3198,3100,2025-02-01
5015,Ratlam,Taal,Wheat,Wheat,Non-FAQ,2870,2870,2870,2025-02-03
4157,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2301,3111,2721,2025-02-03
3910,Ratlam,Sailana,Wheat,Wheat,FAQ,2301,3111,2721,2025-02-03
4930,Ratlam,Taal,Wheat,Wheat,FAQ,2825,2871,2870,2025-02-03
1690,Ratlam,Jaora,Wheat,Wheat,FAQ,2775,3140,2970,2025-02-03
3039,Ratlam,Ratlam,Wheat,Wheat,FAQ,2975,2975,2975,2025-02-03
1402,Ratlam,Jaora,Wheat,Mill Quality,FAQ,2966,2966,2966,2025-02-03
2971,Ratlam,Ratlam,Wheat,Wheat,FAQ,2650,3197,3019,2025-02-04
1635,Ratlam,Jaora,Wheat,Wheat,FAQ,2601,3250,2950,2025-02-04
3125,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,2810,2912,2912,2025-02-04
4919,Ratlam,Taal,Wheat,Wheat,FAQ,2775,2911,2911,2025-02-04
3542,Ratlam,Sailana,Wheat,Mill Quality,FAQ,2741,3101,3101,2025-02-04
4193,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2691,3151,2899,2025-02-04
4034,Ratlam,Sailana,Wheat,Wheat,FAQ,2691,3151,2899,2025-02-04
2985,Ratlam,Ratlam,Wheat,Wheat,FAQ,2700,3199,3060,2025-02-05
4942,Ratlam,Taal,Wheat,Wheat,FAQ,2867,3200,2871,2025-02-05
4044,Ratlam,Sailana,Wheat,Wheat,FAQ,2705,3039,2861,2025-02-05
4205,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2705,3039,2861,2025-02-05
3136,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,2943,2943,2943,2025-02-05
1685,Ratlam,Jaora,Wheat,Wheat,FAQ,2751,3485,2950,2025-02-05
5008,Ratlam,Taal,Wheat,Wheat,Non-FAQ,2775,2890,2871,2025-02-05
4945,Ratlam,Taal,Wheat,Wheat,FAQ,2878,2946,2946,2025-02-06
4048,Ratlam,Sailana,Wheat,Wheat,FAQ,2721,3104,2900,2025-02-06
3085,Ratlam,Ratlam,Wheat,Wheat,Non-FAQ,2900,3011,2921,2025-02-06
3545,Ratlam,Sailana,Wheat,Mill Quality,FAQ,2800,2800,2800,2025-02-06
4210,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2721,3104,2900,2025-02-06
3129,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,2900,3031,3031,2025-02-06
1666,Ratlam,Jaora,Wheat,Wheat,FAQ,2700,3104,2950,2025-02-06
2968,Ratlam,Ratlam,Wheat,Wheat,FAQ,2643,3309,2921,2025-02-06
3555,Ratlam,Sailana,Wheat,Mill Quality,Non-FAQ,2700,2700,2700,2025-02-07
3131,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,2928,2928,2928,2025-02-07
4946,Ratlam,Taal,Wheat,Wheat,FAQ,2880,3055,2880,2025-02-07
5012,Ratlam,Taal,Wheat,Wheat,Non-FAQ,2831,2926,2880,2025-02-07
4198,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2700,3166,3000,2025-02-07
1656,Ratlam,Jaora,Wheat,Wheat,FAQ,2666,3098,3040,2025-02-07
3019,Ratlam,Ratlam,Wheat,Wheat,FAQ,2813,3238,3065,2025-02-07
4039,Ratlam,Sailana,Wheat,Wheat,FAQ,2700,3166,3000,2025-02-07
4954,Ratlam,Taal,Wheat,Wheat,FAQ,2946,3075,3075,2025-02-10
2995,Ratlam,Ratlam,Wheat,Wheat,FAQ,2725,3311,3069,2025-02-10
3148,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,3221,3221,3221,2025-02-10
4065,Ratlam,Sailana,Wheat,Wheat,FAQ,2816,3081,2950,2025-02-10
1401,Ratlam,Jaora,Wheat,Mill Quality,FAQ,2946,2946,2946,2025-02-10
4220,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2816,3081,2950,2025-02-10
2613,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,3130,3130,3130,2025-02-10
1668,Ratlam,Jaora,Wheat,Wheat,FAQ,2700,3200,3030,2025-02-10
1448,Ratlam,Jaora,Wheat,Wheat,FAQ,1500,3240,3200,2025-02-11
5010,Ratlam,Taal,Wheat,Wheat,Non-FAQ,2800,3021,3021,2025-02-11
4025,Ratlam,Sailana,Wheat,Wheat,FAQ,2650,3232,3000,2025-02-11
2610,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,3080,3080,3080,2025-02-11
3024,Ratlam,Ratlam,Wheat,Wheat,FAQ,2851,3265,3140,2025-02-11
2437,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3050,3125,3100,2025-02-11
2438,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3050,3170,3170,2025-02-12
3843,Ratlam,Sailana,Wheat,Wheat,FAQ,2101,3210,3011,2025-02-13
2421,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3000,3195,3115,2025-02-13
1839,Ratlam,Ratlam,Wheat,Local,FAQ,3050,3050,3050,2025-02-13
2753,Ratlam,Ratlam,Wheat,Sujata,FAQ,3108,3700,3700,2025-02-13
5011,Ratlam,Taal,Wheat,Wheat,Non-FAQ,2820,3056,3056,2025-02-13
2747,Ratlam,Ratlam,Wheat,Sharbati,FAQ,3650,3650,3650,2025-02-13
1614,Ratlam,Jaora,Wheat,Wheat,FAQ,2550,3340,3280,2025-02-13
2619,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,3500,3700,3700,2025-02-13
4142,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2101,3210,3011,2025-02-13
1719,Ratlam,Jaora,Wheat,Wheat Mix,FAQ,3091,3091,3091,2025-02-13
3003,Ratlam,Ratlam,Wheat,Wheat,FAQ,2760,3600,3090,2025-02-13
4080,Ratlam,Sailana,Wheat,Wheat,FAQ,2901,3231,3140,2025-02-14
4230,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2901,3231,3140,2025-02-14
5013,Ratlam,Taal,Wheat,Wheat,Non-FAQ,2850,3080,3080,2025-02-14
3044,Ratlam,Ratlam,Wheat,Wheat,FAQ,3025,3025,3025,2025-02-14
5001,Ratlam,Taal,Wheat,Wheat,Non-FAQ,2550,3091,2620,2025-02-15
2820,Ratlam,Ratlam,Wheat,Wheat,FAQ,2200,3380,3100,2025-02-15
1563,Ratlam,Jaora,Wheat,Wheat,FAQ,2371,3380,3250,2025-02-15
4225,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2891,3167,3011,2025-02-15
3144,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,3147,3147,3147,2025-02-15
4072,Ratlam,Sailana,Wheat,Wheat,FAQ,2891,3167,3011,2025-02-15
2405,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2990,3130,3110,2025-02-15
821,Ratlam,Alot(F&V),Wheat,Other,Non-FAQ,2900,3156,3000,2025-02-17
4222,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2850,3221,3080,2025-02-17
1669,Ratlam,Jaora,Wheat,Wheat,FAQ,2700,3309,3220,2025-02-17
3139,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,3049,3049,3049,2025-02-17
1721,Ratlam,Jaora,Wheat,Wheat Mix,FAQ,3220,3220,3220,2025-02-17
5000,Ratlam,Taal,Wheat,Wheat,Non-FAQ,2550,3085,3076,2025-02-17
2999,Ratlam,Ratlam,Wheat,Wheat,FAQ,2750,3400,3150,2025-02-17
2450,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3100,3190,3190,2025-02-17
4067,Ratlam,Sailana,Wheat,Wheat,FAQ,2850,3221,3080,2025-02-17
2616,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,3174,3174,3174,2025-02-17
2434,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3040,3210,3210,2025-02-18
3026,Ratlam,Ratlam,Wheat,Wheat,FAQ,2860,3400,3240,2025-02-18
4236,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,3000,3300,3212,2025-02-18
806,Ratlam,A lot,Wheat,Wheat,Non-FAQ,2900,2975,2975,2025-02-18
4999,Ratlam,Taal,Wheat,Wheat,Non-FAQ,2522,3050,2611,2025-02-18
2614,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,3130,3130,3130,2025-02-18
822,Ratlam,Alot(F&V),Wheat,Other,Non-FAQ,3047,3111,3070,2025-02-18
1512,Ratlam,Jaora,Wheat,Wheat,FAQ,2205,3333,3260,2025-02-18
4089,Ratlam,Sailana,Wheat,Wheat,FAQ,3000,3300,3212,2025-02-18
4028,Ratlam,Sailana,Wheat,Wheat,FAQ,2651,3261,3100,2025-02-19
1838,Ratlam,Ratlam,Wheat,Local,FAQ,3010,3123,3123,2025-02-19
2605,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,3050,3356,3356,2025-02-19
3038,Ratlam,Ratlam,Wheat,Wheat,FAQ,2971,3371,3100,2025-02-19
2424,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3010,3090,3090,2025-02-19
4949,Ratlam,Taal,Wheat,Wheat,FAQ,2903,3600,3600,2025-02-19
1691,Ratlam,Jaora,Wheat,Wheat,FAQ,2800,3383,3300,2025-02-19
4970,Ratlam,Taal,Wheat,Wheat,FAQ,3147,3147,3147,2025-02-20
2991,Ratlam,Ratlam,Wheat,Wheat,FAQ,2716,3468,3150,2025-02-20
2608,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,3052,3145,3145,2025-02-20
1687,Ratlam,Jaora,Wheat,Wheat,FAQ,2755,3600,3340,2025-02-20
5002,Ratlam,Taal,Wheat,Wheat,Non-FAQ,2564,3175,3175,2025-02-20
4226,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2891,3361,3300,2025-02-20
4073,Ratlam,Sailana,Wheat,Wheat,FAQ,2891,3361,3300,2025-02-20
2443,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3075,3490,3460,2025-02-20
3017,Ratlam,Ratlam,Wheat,Wheat,FAQ,2801,3350,3150,2025-02-21
807,Ratlam,A lot,Wheat,Wheat,Non-FAQ,2905,3052,3052,2025-02-21
818,Ratlam,Alot(F&V),Wheat,Other,FAQ,2905,4220,4130,2025-02-21
4985,Ratlam,Taal,Wheat,Wheat,Non-FAQ,2209,2400,2285,2025-02-21
4001,Ratlam,Sailana,Wheat,Wheat,FAQ,2590,3315,3121,2025-02-21
1466,Ratlam,Jaora,Wheat,Wheat,FAQ,2000,3330,3200,2025-02-21
3047,Ratlam,Ratlam,Wheat,Wheat,FAQ,3075,3100,3100,2025-02-22
803,Ratlam,A lot,Wheat,Wheat,Non-FAQ,2775,2974,2950,2025-02-24
4164,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2500,3230,2841,2025-02-24
1460,Ratlam,Jaora,Wheat,Wheat,FAQ,1926,3221,2960,2025-02-24
2954,Ratlam,Ratlam,Wheat,Wheat,FAQ,2600,3358,3100,2025-02-24
4700,Ratlam,Taal,Wheat,Wheat,FAQ,1600,3100,2811,2025-02-24
2559,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2700,3101,3101,2025-02-24
4011,Ratlam,Sailana,Wheat,Wheat,FAQ,2600,3230,2841,2025-02-24
801,Ratlam,A lot,Wheat,Wheat,Non-FAQ,2550,2960,2960,2025-02-25
3485,Ratlam,Sailana,Wheat,Lokwan,FAQ,2600,2800,2670,2025-02-25
4821,Ratlam,Taal,Wheat,Wheat,FAQ,2492,3100,3100,2025-02-25
4009,Ratlam,Sailana,Wheat,Wheat,FAQ,2600,3130,2771,2025-02-25
5016,Ratlam,Taal,Wheat,Wheat,Non-FAQ,2886,2886,2886,2025-02-25
2921,Ratlam,Ratlam,Wheat,Wheat,FAQ,2512,3419,3081,2025-02-25
2426,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3015,3150,3099,2025-02-25
1574,Ratlam,Jaora,Wheat,Wheat,FAQ,2400,3390,2900,2025-02-25
2576,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2821,3075,2999,2025-02-25
3036,Ratlam,Ratlam,Wheat,Wheat,FAQ,2950,3010,3010,2025-02-26
2334,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2800,3045,3010,2025-02-27
3541,Ratlam,Sailana,Wheat,Mill Quality,FAQ,2736,2736,2736,2025-02-27
672,Ratlam,A lot,Wheat,Wheat,FAQ,2520,2875,2856,2025-02-27
2916,Ratlam,Ratlam,Wheat,Wheat,FAQ,2500,3420,2940,2025-02-27
1454,Ratlam,Jaora,Wheat,Wheat,FAQ,1800,3300,2940,2025-02-27
4007,Ratlam,Sailana,Wheat,Wheat,FAQ,2600,3086,2731,2025-02-27
4175,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2600,3086,2731,2025-02-27
4729,Ratlam,Taal,Wheat,Wheat,FAQ,2210,2976,2840,2025-02-27
4979,Ratlam,Taal,Wheat,Wheat,Non-FAQ,2150,2854,2840,2025-02-27
2556,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2690,3031,2851,2025-02-27
4567,Ratlam,Taal,Wheat,Mill Quality,FAQ,2657,2732,2732,2025-02-27
2630,Ratlam,Ratlam,Wheat,Mohan Mondal,FAQ,2871,2871,2871,2025-02-27
4156,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2300,3160,2800,2025-02-28
1393,Ratlam,Jaora,Wheat,Mill Quality,FAQ,2730,2730,2730,2025-02-28
540,Ratlam,A lot,Wheat,Wheat,FAQ,2105,2803,2600,2025-02-28
1451,Ratlam,Jaora,Wheat,Wheat,FAQ,1700,3281,2800,2025-02-28
2394,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2969,3011,3005,2025-02-28
3908,Ratlam,Sailana,Wheat,Wheat,FAQ,2300,3160,2800,2025-02-28
4995,Ratlam,Taal,Wheat,Wheat,Non-FAQ,2400,2890,2500,2025-02-28
2778,Ratlam,Ratlam,Wheat,Wheat,FAQ,1831,3281,2900,2025-02-28
3463,Ratlam,Sailana,Wheat,Lokwan,FAQ,2500,2630,2630,2025-02-28
3538,Ratlam,Sailana,Wheat,Mill Quality,FAQ,2671,2671,2671,2025-02-28
3109,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,2452,2452,2452,2025-02-28
820,Ratlam,Alot(F&V),Wheat,Other,Non-FAQ,2275,2823,2791,2025-02-28
2547,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2616,2925,2776,2025-02-28
4717,Ratlam,Taal,Wheat,Wheat,FAQ,2101,2941,2500,2025-02-28
770,Ratlam,A lot,Wheat,Wheat,Non-FAQ,2222,2823,2600,2025-02-28
1444,Ratlam,Jaora,Wheat,Wheat,FAQ,1400,3300,2700,2025-03-01
4814,Ratlam,Taal,Wheat,Wheat,FAQ,2461,2796,2745,2025-03-01
546,Ratlam,A lot,Wheat,Wheat,FAQ,2151,2785,2690,2025-03-01
4168,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2549,3106,2850,2025-03-01
2368,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2925,3005,3005,2025-03-01
2852,Ratlam,Ratlam,Wheat,Wheat,FAQ,2328,3186,2800,2025-03-01
800,Ratlam,A lot,Wheat,Wheat,Non-FAQ,2500,2722,2690,2025-03-01
3990,Ratlam,Sailana,Wheat,Wheat,FAQ,2549,3106,2671,2025-03-01
3547,Ratlam,Sailana,Wheat,Mill Quality,FAQ,2850,2850,2850,2025-03-01
819,Ratlam,Alot(F&V),Wheat,Other,Non-FAQ,2275,2823,2791,2025-03-01
2543,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2581,2932,2640,2025-03-01
1714,Ratlam,Jaora,Wheat,Wheat Mix,FAQ,2710,2710,2710,2025-03-01
4990,Ratlam,Taal,Wheat,Wheat,Non-FAQ,2325,2711,2691,2025-03-01
3490,Ratlam,Sailana,Wheat,Lokwan,FAQ,2640,2640,2640,2025-03-02
759,Ratlam,A lot,Wheat,Wheat,Non-FAQ,1851,2701,2640,2025-03-03
4722,Ratlam,Taal,Wheat,Wheat,FAQ,2150,2787,2526,2025-03-03
3477,Ratlam,Sailana,Wheat,Lokwan,FAQ,2550,2617,2617,2025-03-03
4141,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2101,3126,2600,2025-03-03
2828,Ratlam,Ratlam,Wheat,Wheat,FAQ,2241,3261,2770,2025-03-03
2534,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2500,2884,2781,2025-03-03
3842,Ratlam,Sailana,Wheat,Wheat,FAQ,2101,3126,2600,2025-03-03
4996,Ratlam,Taal,Wheat,Wheat,Non-FAQ,2402,2699,2526,2025-03-03
1482,Ratlam,Jaora,Wheat,Wheat,FAQ,2141,3370,2800,2025-03-03
661,Ratlam,A lot,Wheat,Wheat,FAQ,2463,2677,2640,2025-03-03
4153,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2280,3190,2700,2025-03-04
3119,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,2644,2740,2740,2025-03-04
3079,Ratlam,Ratlam,Wheat,Wheat,Non-FAQ,2575,2872,2740,2025-03-04
4975,Ratlam,Taal,Wheat,Wheat,Non-FAQ,2075,2756,2741,2025-03-04
4843,Ratlam,Taal,Wheat,Wheat,FAQ,2562,2811,2741,2025-03-04
2484,Ratlam,Ratlam,Wheat,Lokwan,Non-FAQ,2545,2560,2560,2025-03-04
785,Ratlam,A lot,Wheat,Wheat,Non-FAQ,2373,2660,2660,2025-03-04
3887,Ratlam,Sailana,Wheat,Wheat,FAQ,2280,3190,2900,2025-03-04
1477,Ratlam,Jaora,Wheat,Wheat,FAQ,2100,3352,2600,2025-03-04
2810,Ratlam,Ratlam,Wheat,Wheat,FAQ,2170,3300,2740,2025-03-04
2536,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2507,2758,2758,2025-03-04
643,Ratlam,A lot,Wheat,Wheat,FAQ,2407,2635,2606,2025-03-04
4154,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2300,3090,2780,2025-03-05
3078,Ratlam,Ratlam,Wheat,Wheat,Non-FAQ,2555,2750,2730,2025-03-05
1388,Ratlam,Jaora,Wheat,Mill Quality,FAQ,2634,2634,2634,2025-03-05
