"Min,Max,Modal Price from Madhya Pradesh,Ratlam[Wheat] from 01-Jan-2023To29-Aug-2025 (Total-5016) (Total-5016)",,,,,,,,,
Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
2596,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2976,2976,2976,27-Jan-25
2597,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2985,2985,2985,25-Nov-24
2598,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2995,2995,2870,08-Jul-24
2599,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2998,2998,2998,24-Dec-24
2600,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,3010,3010,3010,23-Jul-24
2601,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,3016,3041,3041,21-Dec-24
2602,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,3023,3200,3200,01-Jan-25
2603,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,3036,3036,3036,19-Dec-24
2604,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,3045,3045,3045,30-Aug-24
2605,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,3050,3356,3356,19-Feb-25
2606,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,3051,3051,3051,19-Jul-24
2607,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,3051,3051,3051,24-Jan-25
2608,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,3052,3145,3145,20-Feb-25
2609,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,3060,3060,2500,12-Jun-24
2610,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,3080,3080,3080,11-Feb-25
2611,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,3086,3086,3086,07-Jan-25
2612,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,3091,3091,3091,11-Sep-24
2613,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,3130,3130,3130,10-Feb-25
2614,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,3130,3130,3130,18-Feb-25
2615,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,3161,3161,3161,07-Oct-24
2616,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,3174,3174,3174,17-Feb-25
2617,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,3352,3352,3352,18-Nov-24
2618,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,3370,3370,3370,08-Nov-24
2619,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,3500,3700,3700,13-Feb-25
2620,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,4240,4240,4240,24-Oct-24
2621,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,4466,4466,4466,24-Sep-24
2622,Ratlam,Ratlam,Wheat,Mill Quality,Non-FAQ,2310,2310,2310,28-May-25
2623,Ratlam,Ratlam,Wheat,Mill Quality,Non-FAQ,2400,2400,2400,21-Apr-25
2624,Ratlam,Ratlam,Wheat,Mill Quality,Non-FAQ,2410,2410,2410,15-Apr-25
2625,Ratlam,Ratlam,Wheat,Mill Quality,Non-FAQ,2410,2430,2430,04-Apr-25
2626,Ratlam,Ratlam,Wheat,Mill Quality,Non-FAQ,2430,2440,2440,12-Apr-25
2627,Ratlam,Ratlam,Wheat,Mill Quality,Non-FAQ,2480,2500,2500,20-Mar-25
2628,Ratlam,Ratlam,Wheat,Mill Quality,Non-FAQ,2522,2522,2522,28-Apr-25
2629,Ratlam,Ratlam,Wheat,Mohan Mondal,FAQ,2714,2714,2714,11-Apr-25
2630,Ratlam,Ratlam,Wheat,Mohan Mondal,FAQ,2871,2871,2871,27-Feb-25
2631,Ratlam,Ratlam,Wheat,Mohan Mondal,FAQ,3112,3112,3112,03-Oct-24
2632,Ratlam,Ratlam,Wheat,Other,FAQ,1709,2124,1940,21-Mar-23
2633,Ratlam,Ratlam,Wheat,Other,FAQ,1801,2124,2040,26-Apr-23
2634,Ratlam,Ratlam,Wheat,Other,FAQ,1801,2124,2040,27-Apr-23
2635,Ratlam,Ratlam,Wheat,Other,FAQ,1807,2124,2030,25-Apr-23
2636,Ratlam,Ratlam,Wheat,Other,FAQ,1809,2124,2050,01-May-23
2637,Ratlam,Ratlam,Wheat,Other,FAQ,1810,2124,2030,20-Apr-23
2638,Ratlam,Ratlam,Wheat,Other,FAQ,1810,2124,2040,24-Apr-23
2639,Ratlam,Ratlam,Wheat,Other,FAQ,1835,2124,2060,16-May-23
2640,Ratlam,Ratlam,Wheat,Other,FAQ,1835,2124,2080,09-May-23
2641,Ratlam,Ratlam,Wheat,Other,FAQ,1836,2124,2005,27-Mar-23
2642,Ratlam,Ratlam,Wheat,Other,FAQ,1837,2124,2085,11-May-23
2643,Ratlam,Ratlam,Wheat,Other,FAQ,1838,2124,2050,06-May-23
2644,Ratlam,Ratlam,Wheat,Other,FAQ,1840,2112,2050,08-May-23
2645,Ratlam,Ratlam,Wheat,Other,FAQ,1842,2124,2060,28-Apr-23
2646,Ratlam,Ratlam,Wheat,Other,FAQ,1843,2124,2065,10-May-23
2647,Ratlam,Ratlam,Wheat,Other,FAQ,1846,2124,2050,18-Apr-23
2648,Ratlam,Ratlam,Wheat,Other,FAQ,1850,2124,2025,05-Apr-23
2649,Ratlam,Ratlam,Wheat,Other,FAQ,1850,2124,2050,13-Apr-23
2650,Ratlam,Ratlam,Wheat,Other,FAQ,1850,2124,2055,10-Apr-23
2651,Ratlam,Ratlam,Wheat,Other,FAQ,1850,2124,2065,12-May-23
2652,Ratlam,Ratlam,Wheat,Other,FAQ,1853,2124,2010,28-Mar-23
2653,Ratlam,Ratlam,Wheat,Other,FAQ,1860,2124,2040,17-Apr-23
2654,Ratlam,Ratlam,Wheat,Other,FAQ,1865,2124,2045,11-Apr-23
2655,Ratlam,Ratlam,Wheat,Other,FAQ,1865,2124,2060,02-May-23
2656,Ratlam,Ratlam,Wheat,Other,FAQ,1870,2124,2056,17-May-23
2657,Ratlam,Ratlam,Wheat,Other,FAQ,1870,2124,2065,12-Apr-23
2658,Ratlam,Ratlam,Wheat,Other,FAQ,1896,2124,2070,20-May-23
2659,Ratlam,Ratlam,Wheat,Other,FAQ,1900,2124,2075,03-May-23
2660,Ratlam,Ratlam,Wheat,Other,FAQ,1921,2124,2090,19-May-23
2661,Ratlam,Ratlam,Wheat,Other,FAQ,1967,2124,2050,15-May-23
2662,Ratlam,Ratlam,Wheat,Other,FAQ,2000,2504,2525,29-Mar-24
2663,Ratlam,Ratlam,Wheat,Other,FAQ,2139,2504,2300,27-Mar-24
2664,Ratlam,Ratlam,Wheat,Other,FAQ,2190,2437,2600,06-Mar-24
2665,Ratlam,Ratlam,Wheat,Other,FAQ,2200,2200,2325,27-Feb-24
2666,Ratlam,Ratlam,Wheat,Other,FAQ,2200,2200,2400,11-Mar-24
2667,Ratlam,Ratlam,Wheat,Other,FAQ,2200,2499,2381,26-Mar-24
2668,Ratlam,Ratlam,Wheat,Other,FAQ,2200,2780,2700,18-Mar-24
2669,Ratlam,Ratlam,Wheat,Other,FAQ,2209,2211,2211,28-May-25
2670,Ratlam,Ratlam,Wheat,Other,FAQ,2210,2324,2210,29-Apr-25
2671,Ratlam,Ratlam,Wheat,Other,FAQ,2211,2211,2211,23-May-25
2672,Ratlam,Ratlam,Wheat,Other,FAQ,2243,2250,2584,09-Mar-24
2673,Ratlam,Ratlam,Wheat,Other,FAQ,2250,2300,2300,30-Apr-25
2674,Ratlam,Ratlam,Wheat,Other,FAQ,2270,2534,2350,28-Mar-24
2675,Ratlam,Ratlam,Wheat,Other,FAQ,2270,2968,2600,03-Apr-24
2676,Ratlam,Ratlam,Wheat,Other,FAQ,2290,2605,2600,15-Mar-24
2677,Ratlam,Ratlam,Wheat,Other,FAQ,2300,2300,2700,08-Apr-24
2678,Ratlam,Ratlam,Wheat,Other,FAQ,2300,2482,2476,23-Mar-24
2679,Ratlam,Ratlam,Wheat,Other,FAQ,2305,2520,2700,21-Mar-24
2680,Ratlam,Ratlam,Wheat,Other,FAQ,2310,2310,2310,27-Apr-24
2681,Ratlam,Ratlam,Wheat,Other,FAQ,2320,2511,2925,07-Mar-24
2682,Ratlam,Ratlam,Wheat,Other,FAQ,2345,3016,2700,02-Apr-24
2683,Ratlam,Ratlam,Wheat,Other,FAQ,2350,2870,2440,19-Mar-24
2684,Ratlam,Ratlam,Wheat,Other,FAQ,2361,3105,2501,04-Apr-24
2685,Ratlam,Ratlam,Wheat,Other,FAQ,2380,2996,2875,16-Mar-24
2686,Ratlam,Ratlam,Wheat,Other,FAQ,2400,2941,2600,13-Mar-24
2687,Ratlam,Ratlam,Wheat,Other,FAQ,2425,2870,2600,14-Mar-24
2688,Ratlam,Ratlam,Wheat,Other,FAQ,2426,2482,2400,22-Mar-24
2689,Ratlam,Ratlam,Wheat,Other,FAQ,2450,2560,2900,28-May-24
2690,Ratlam,Ratlam,Wheat,Other,FAQ,2466,2477,2400,05-Mar-24
2691,Ratlam,Ratlam,Wheat,Other,FAQ,2486,2525,2350,20-Mar-24
2692,Ratlam,Ratlam,Wheat,Other,FAQ,2504,2504,2504,01-Apr-24
2693,Ratlam,Ratlam,Wheat,Other,FAQ,2545,2600,2600,17-May-25
2694,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2217,3125,2525,15-Mar-23
2695,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2220,3480,2690,03-May-23
2696,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2228,3586,2775,02-May-23
2697,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2250,3551,2730,01-May-23
2698,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2270,2656,2430,16-Mar-23
2699,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2280,5400,2910,18-Apr-23
2700,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2300,4636,2900,10-Apr-23
2701,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2311,3724,2835,13-Apr-23
2702,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2328,4301,3000,12-Apr-23
2703,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2330,2995,2585,10-May-23
2704,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2346,3235,2760,11-May-23
2705,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2350,4410,2730,05-Apr-23
2706,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2352,5300,2900,11-Apr-23
2707,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2363,3087,2780,19-May-23
2708,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2380,3250,2800,20-Apr-23
2709,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2380,3434,2720,08-May-23
2710,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2381,3026,2750,15-May-23
2711,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2390,3085,2680,09-May-23
2712,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2400,3300,2740,17-Apr-23
2713,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2406,3446,2810,16-May-23
2714,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2410,3345,2680,26-Apr-23
2715,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2413,3217,2810,12-May-23
2716,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2415,3318,2690,27-Apr-23
2717,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2415,3617,2825,17-May-23
2718,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2415,4000,2820,06-May-23
2719,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2446,3451,2775,26-May-23
2720,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2458,3186,2580,28-Apr-23
2721,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2466,3412,2765,01-Jun-23
2722,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2476,3365,2790,08-Jun-23
2723,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2480,3280,2775,24-May-23
2724,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2538,3475,2880,23-May-23
2725,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2563,3566,2915,31-May-23
2726,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2590,3801,3200,25-Apr-23
2727,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2592,2592,2592,18-Jun-25
2728,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2616,3275,2871,07-Jun-23
2729,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2635,4451,3250,24-Apr-23
2730,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2690,3500,3210,05-Jun-23
2731,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2908,2908,2908,13-Jan-23
2732,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2914,3600,3476,08-Dec-23
2733,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2995,3800,3450,03-Nov-23
2734,Ratlam,Ratlam,Wheat,Sharbati,FAQ,3001,3500,3300,18-Aug-23
2735,Ratlam,Ratlam,Wheat,Sharbati,FAQ,3040,3040,3040,11-Jul-24
2736,Ratlam,Ratlam,Wheat,Sharbati,FAQ,3106,3106,3106,20-Jan-23
2737,Ratlam,Ratlam,Wheat,Sharbati,FAQ,3121,3121,3121,20-Jun-23
2738,Ratlam,Ratlam,Wheat,Sharbati,FAQ,3220,3721,3490,31-Oct-23
2739,Ratlam,Ratlam,Wheat,Sharbati,FAQ,3240,3750,3465,18-Oct-23
2740,Ratlam,Ratlam,Wheat,Sharbati,FAQ,3244,3335,3300,13-Mar-23
2741,Ratlam,Ratlam,Wheat,Sharbati,FAQ,3300,3580,3351,28-Nov-23
2742,Ratlam,Ratlam,Wheat,Sharbati,FAQ,3300,3970,3500,02-Nov-23
2743,Ratlam,Ratlam,Wheat,Sharbati,FAQ,3349,3750,3500,26-Oct-23
2744,Ratlam,Ratlam,Wheat,Sharbati,FAQ,3349,3750,3500,27-Oct-23
2745,Ratlam,Ratlam,Wheat,Sharbati,FAQ,3378,3830,3431,21-Nov-23
2746,Ratlam,Ratlam,Wheat,Sharbati,FAQ,3497,4030,3680,16-Oct-23
2747,Ratlam,Ratlam,Wheat,Sharbati,FAQ,3650,3650,3650,13-Feb-25
2748,Ratlam,Ratlam,Wheat,Sharbati,FAQ,3800,3800,3800,25-Oct-23
2749,Ratlam,Ratlam,Wheat,Sharbati,FAQ,4400,4400,4400,13-Oct-23
2750,Ratlam,Ratlam,Wheat,Sujata,FAQ,2800,2800,2800,31-Mar-25
2751,Ratlam,Ratlam,Wheat,Sujata,FAQ,2952,2952,2952,22-Oct-24
2752,Ratlam,Ratlam,Wheat,Sujata,FAQ,3021,3451,3451,30-Mar-25
2753,Ratlam,Ratlam,Wheat,Sujata,FAQ,3108,3700,3700,13-Feb-25
2754,Ratlam,Ratlam,Wheat,Sujata,FAQ,3141,3141,3141,21-Jan-25
2755,Ratlam,Ratlam,Wheat,Wheat,FAQ,24,4201,2600,28-Apr-25
2756,Ratlam,Ratlam,Wheat,Wheat,FAQ,700,4481,2770,15-May-25
2757,Ratlam,Ratlam,Wheat,Wheat,FAQ,900,3550,2495,01-May-25
2758,Ratlam,Ratlam,Wheat,Wheat,FAQ,1000,3600,2630,03-May-25
2759,Ratlam,Ratlam,Wheat,Wheat,FAQ,1090,2870,2560,24-Jun-25
2760,Ratlam,Ratlam,Wheat,Wheat,FAQ,1110,3013,2650,18-Jul-25
2761,Ratlam,Ratlam,Wheat,Wheat,FAQ,1300,3840,2600,05-May-25
2762,Ratlam,Ratlam,Wheat,Wheat,FAQ,1300,4620,2575,23-Apr-25
2763,Ratlam,Ratlam,Wheat,Wheat,FAQ,1450,4200,2540,02-May-25
2764,Ratlam,Ratlam,Wheat,Wheat,FAQ,1492,4411,2550,17-Apr-25
2765,Ratlam,Ratlam,Wheat,Wheat,FAQ,1499,5050,2700,08-Apr-25
2766,Ratlam,Ratlam,Wheat,Wheat,FAQ,1500,3715,2600,08-May-25
2767,Ratlam,Ratlam,Wheat,Wheat,FAQ,1500,4251,2700,24-Apr-25
2768,Ratlam,Ratlam,Wheat,Wheat,FAQ,1576,3076,2940,19-Aug-25
2769,Ratlam,Ratlam,Wheat,Wheat,FAQ,1601,2930,2550,27-Jun-25
2770,Ratlam,Ratlam,Wheat,Wheat,FAQ,1700,3181,3140,28-Jan-25
2771,Ratlam,Ratlam,Wheat,Wheat,FAQ,1700,3500,2700,17-Jul-25
2772,Ratlam,Ratlam,Wheat,Wheat,FAQ,1701,2946,2560,23-Jun-25
2773,Ratlam,Ratlam,Wheat,Wheat,FAQ,1751,3040,2925,01-Aug-25
2774,Ratlam,Ratlam,Wheat,Wheat,FAQ,1801,3931,2750,10-Mar-25
2775,Ratlam,Ratlam,Wheat,Wheat,FAQ,1814,3404,2400,02-Apr-25
2776,Ratlam,Ratlam,Wheat,Wheat,FAQ,1816,3176,2681,03-Jun-25
2777,Ratlam,Ratlam,Wheat,Wheat,FAQ,1820,4001,2670,19-May-25
2778,Ratlam,Ratlam,Wheat,Wheat,FAQ,1831,3281,2900,28-Feb-25
2779,Ratlam,Ratlam,Wheat,Wheat,FAQ,1834,3801,2690,13-May-25
2780,Ratlam,Ratlam,Wheat,Wheat,FAQ,1850,2950,2590,23-May-25
2781,Ratlam,Ratlam,Wheat,Wheat,FAQ,1850,2986,2700,11-Jul-25
2782,Ratlam,Ratlam,Wheat,Wheat,FAQ,1860,2956,2600,02-Jun-25
2783,Ratlam,Ratlam,Wheat,Wheat,FAQ,1900,3700,2600,03-Apr-25
2784,Ratlam,Ratlam,Wheat,Wheat,FAQ,1900,4312,2700,16-Apr-25
2785,Ratlam,Ratlam,Wheat,Wheat,FAQ,1931,3265,2450,13-Mar-25
2786,Ratlam,Ratlam,Wheat,Wheat,FAQ,1965,3381,2800,29-Jul-25
2787,Ratlam,Ratlam,Wheat,Wheat,FAQ,2000,2833,2550,18-Jun-25
2788,Ratlam,Ratlam,Wheat,Wheat,FAQ,2000,3931,2590,25-Mar-25
2789,Ratlam,Ratlam,Wheat,Wheat,FAQ,2000,3950,2600,16-May-25
2790,Ratlam,Ratlam,Wheat,Wheat,FAQ,2001,2847,2540,17-Jun-25
2791,Ratlam,Ratlam,Wheat,Wheat,FAQ,2001,3400,2730,05-Mar-25
2792,Ratlam,Ratlam,Wheat,Wheat,FAQ,2002,2900,2570,16-Jun-25
2793,Ratlam,Ratlam,Wheat,Wheat,FAQ,2022,2940,2640,21-Jun-25
2794,Ratlam,Ratlam,Wheat,Wheat,FAQ,2031,3680,2700,11-Mar-25
2795,Ratlam,Ratlam,Wheat,Wheat,FAQ,2042,3002,2580,12-Jun-25
2796,Ratlam,Ratlam,Wheat,Wheat,FAQ,2042,3105,2580,10-Jun-25
2797,Ratlam,Ratlam,Wheat,Wheat,FAQ,2052,3000,2680,19-Jul-25
2798,Ratlam,Ratlam,Wheat,Wheat,FAQ,2090,3190,2580,21-May-25
2799,Ratlam,Ratlam,Wheat,Wheat,FAQ,2091,2953,2551,01-Jul-25
2800,Ratlam,Ratlam,Wheat,Wheat,FAQ,2099,2866,2556,26-Jun-25
2801,Ratlam,Ratlam,Wheat,Wheat,FAQ,2100,2985,2950,25-Aug-25
2802,Ratlam,Ratlam,Wheat,Wheat,FAQ,2100,3050,2930,26-Aug-25
2803,Ratlam,Ratlam,Wheat,Wheat,FAQ,2100,3246,2560,22-May-25
2804,Ratlam,Ratlam,Wheat,Wheat,FAQ,2100,3500,2480,20-Mar-25
2805,Ratlam,Ratlam,Wheat,Wheat,FAQ,2101,3305,2700,06-Mar-25
2806,Ratlam,Ratlam,Wheat,Wheat,FAQ,2102,3699,2780,14-May-25
2807,Ratlam,Ratlam,Wheat,Wheat,FAQ,2124,3230,2655,20-Sep-24
2808,Ratlam,Ratlam,Wheat,Wheat,FAQ,2165,3035,2580,17-May-25
2809,Ratlam,Ratlam,Wheat,Wheat,FAQ,2165,4200,2600,04-Apr-25
2810,Ratlam,Ratlam,Wheat,Wheat,FAQ,2170,3300,2740,04-Mar-25
2811,Ratlam,Ratlam,Wheat,Wheat,FAQ,2170,3360,2600,24-Mar-25
2812,Ratlam,Ratlam,Wheat,Wheat,FAQ,2175,3381,2500,17-Mar-25
2813,Ratlam,Ratlam,Wheat,Wheat,FAQ,2180,3392,2450,21-Mar-25
2814,Ratlam,Ratlam,Wheat,Wheat,FAQ,2185,3536,2900,11-Nov-24
2815,Ratlam,Ratlam,Wheat,Wheat,FAQ,2190,3136,2550,30-May-25
2816,Ratlam,Ratlam,Wheat,Wheat,FAQ,2194,3490,2500,26-Mar-25
2817,Ratlam,Ratlam,Wheat,Wheat,FAQ,2200,2951,2580,11-Jun-25
2818,Ratlam,Ratlam,Wheat,Wheat,FAQ,2200,3189,2776,07-May-25
2819,Ratlam,Ratlam,Wheat,Wheat,FAQ,2200,3380,2880,12-Mar-25
2820,Ratlam,Ratlam,Wheat,Wheat,FAQ,2200,3380,3100,15-Feb-25
2821,Ratlam,Ratlam,Wheat,Wheat,FAQ,2200,3480,2500,18-Mar-25
2822,Ratlam,Ratlam,Wheat,Wheat,FAQ,2200,3899,2670,22-Apr-25
2823,Ratlam,Ratlam,Wheat,Wheat,FAQ,2201,3000,2569,08-Jul-25
2824,Ratlam,Ratlam,Wheat,Wheat,FAQ,2201,3046,2580,27-May-25
2825,Ratlam,Ratlam,Wheat,Wheat,FAQ,2201,3466,2540,20-May-25
2826,Ratlam,Ratlam,Wheat,Wheat,FAQ,2211,3096,2556,30-Jun-25
2827,Ratlam,Ratlam,Wheat,Wheat,FAQ,2230,3088,3000,02-Aug-25
2828,Ratlam,Ratlam,Wheat,Wheat,FAQ,2241,3261,2770,03-Mar-25
2829,Ratlam,Ratlam,Wheat,Wheat,FAQ,2245,3081,2676,08-Aug-24
2830,Ratlam,Ratlam,Wheat,Wheat,FAQ,2250,5601,3012,06-Nov-24
2831,Ratlam,Ratlam,Wheat,Wheat,FAQ,2251,3302,2620,09-Jun-25
2832,Ratlam,Ratlam,Wheat,Wheat,FAQ,2260,3150,2541,31-May-25
2833,Ratlam,Ratlam,Wheat,Wheat,FAQ,2270,3000,2554,03-Jul-25
2834,Ratlam,Ratlam,Wheat,Wheat,FAQ,2271,4090,2575,19-Apr-25
2835,Ratlam,Ratlam,Wheat,Wheat,FAQ,2271,31045,2800,09-May-25
2836,Ratlam,Ratlam,Wheat,Wheat,FAQ,2280,3001,2570,09-Jul-25
2837,Ratlam,Ratlam,Wheat,Wheat,FAQ,2280,3600,2650,27-Mar-25
2838,Ratlam,Ratlam,Wheat,Wheat,FAQ,2286,3802,2566,26-May-25
2839,Ratlam,Ratlam,Wheat,Wheat,FAQ,2290,2890,2541,19-Jun-25
2840,Ratlam,Ratlam,Wheat,Wheat,FAQ,2295,3525,2480,29-Apr-25
2841,Ratlam,Ratlam,Wheat,Wheat,FAQ,2295,3756,3000,07-Apr-25
2842,Ratlam,Ratlam,Wheat,Wheat,FAQ,2300,2700,2700,12-Jul-25
2843,Ratlam,Ratlam,Wheat,Wheat,FAQ,2300,2851,2561,04-Jul-25
2844,Ratlam,Ratlam,Wheat,Wheat,FAQ,2300,3001,2560,25-Jun-25
2845,Ratlam,Ratlam,Wheat,Wheat,FAQ,2300,3215,2700,21-Sep-24
2846,Ratlam,Ratlam,Wheat,Wheat,FAQ,2302,3489,2811,07-Mar-25
2847,Ratlam,Ratlam,Wheat,Wheat,FAQ,2307,3276,2745,21-Jul-25
2848,Ratlam,Ratlam,Wheat,Wheat,FAQ,2315,2953,2690,05-Jul-25
2849,Ratlam,Ratlam,Wheat,Wheat,FAQ,2320,4850,2650,15-Apr-25
2850,Ratlam,Ratlam,Wheat,Wheat,FAQ,2323,3450,2600,09-Apr-25
2851,Ratlam,Ratlam,Wheat,Wheat,FAQ,2325,2983,2560,13-Jun-25
2852,Ratlam,Ratlam,Wheat,Wheat,FAQ,2328,3186,2800,01-Mar-25
2853,Ratlam,Ratlam,Wheat,Wheat,FAQ,2331,4430,2741,06-May-25
2854,Ratlam,Ratlam,Wheat,Wheat,FAQ,2332,3000,2600,05-Jun-25
2855,Ratlam,Ratlam,Wheat,Wheat,FAQ,2345,2908,2600,06-Jun-25
2856,Ratlam,Ratlam,Wheat,Wheat,FAQ,2350,2992,2700,14-Jul-25
2857,Ratlam,Ratlam,Wheat,Wheat,FAQ,2350,3006,2565,10-Apr-25
2858,Ratlam,Ratlam,Wheat,Wheat,FAQ,2350,3065,2640,15-Jul-25
2859,Ratlam,Ratlam,Wheat,Wheat,FAQ,2350,3130,2475,25-Apr-25
2860,Ratlam,Ratlam,Wheat,Wheat,FAQ,2350,3222,2575,29-Mar-25
2861,Ratlam,Ratlam,Wheat,Wheat,FAQ,2354,3176,2951,27-Nov-24
2862,Ratlam,Ratlam,Wheat,Wheat,FAQ,2360,2901,2580,20-Jun-25
2863,Ratlam,Ratlam,Wheat,Wheat,FAQ,2360,3201,2730,28-May-25
2864,Ratlam,Ratlam,Wheat,Wheat,FAQ,2360,3350,2750,30-Mar-25
2865,Ratlam,Ratlam,Wheat,Wheat,FAQ,2360,4402,2600,11-Apr-25
2866,Ratlam,Ratlam,Wheat,Wheat,FAQ,2375,2969,2600,18-Apr-25
2867,Ratlam,Ratlam,Wheat,Wheat,FAQ,2375,3077,2650,28-Mar-25
2868,Ratlam,Ratlam,Wheat,Wheat,FAQ,2375,3100,2600,14-Apr-25
2869,Ratlam,Ratlam,Wheat,Wheat,FAQ,2375,3180,2615,26-Apr-25
2870,Ratlam,Ratlam,Wheat,Wheat,FAQ,2380,2380,2380,07-Jul-25
2871,Ratlam,Ratlam,Wheat,Wheat,FAQ,2388,4600,2600,21-Apr-25
2872,Ratlam,Ratlam,Wheat,Wheat,FAQ,2391,3140,2666,12-Sep-24
2873,Ratlam,Ratlam,Wheat,Wheat,FAQ,2397,3181,2790,07-Aug-24
2874,Ratlam,Ratlam,Wheat,Wheat,FAQ,2400,2930,2400,22-Aug-25
2875,Ratlam,Ratlam,Wheat,Wheat,FAQ,2400,3120,2500,05-Apr-25
2876,Ratlam,Ratlam,Wheat,Wheat,FAQ,2400,3200,2400,23-Mar-25
2877,Ratlam,Ratlam,Wheat,Wheat,FAQ,2400,3250,2500,22-Mar-25
2878,Ratlam,Ratlam,Wheat,Wheat,FAQ,2400,3260,2550,12-Apr-25
2879,Ratlam,Ratlam,Wheat,Wheat,FAQ,2401,3325,2970,15-Oct-24
2880,Ratlam,Ratlam,Wheat,Wheat,FAQ,2410,2570,2570,24-May-25
2881,Ratlam,Ratlam,Wheat,Wheat,FAQ,2425,3040,2901,28-Jul-25
2882,Ratlam,Ratlam,Wheat,Wheat,FAQ,2433,3145,2750,23-Aug-24
2883,Ratlam,Ratlam,Wheat,Wheat,FAQ,2433,3180,2715,22-Aug-24
2884,Ratlam,Ratlam,Wheat,Wheat,FAQ,2440,2910,2650,20-Apr-25
2885,Ratlam,Ratlam,Wheat,Wheat,FAQ,2450,2615,2605,04-May-25
2886,Ratlam,Ratlam,Wheat,Wheat,FAQ,2450,2700,2450,04-Jun-25
2887,Ratlam,Ratlam,Wheat,Wheat,FAQ,2450,2800,2600,10-Jul-25
2888,Ratlam,Ratlam,Wheat,Wheat,FAQ,2450,3060,2879,24-Jul-25
2889,Ratlam,Ratlam,Wheat,Wheat,FAQ,2450,3235,2899,21-Aug-24
2890,Ratlam,Ratlam,Wheat,Wheat,FAQ,2450,4101,2650,19-Sep-24
2891,Ratlam,Ratlam,Wheat,Wheat,FAQ,2460,3149,2850,31-Jul-25
